发布者;真实一级评论数;真实点赞数;边数;最大边数;集群密度
贾宝玉没老婆;14;4;18;60050;0.0002997502081598668
证券市场红周刊;1;11;12;60050;0.00019983347210657785
巴克科斯;1;10;11;60050;0.00018318068276436302
麻省理工科技评论;3;4;7;60050;0.00011656952539550374
唔生气可以咩;7;2;9;60050;0.0001498751040799334
JackyWaiss;1;3;4;60050;6.661115736885928e-05
微辣的巨星;1;20;21;60050;0.0003497085761865112
小众软件;12;12;24;60050;0.0003996669442131557
包子zzm;1;1;2;60050;3.330557868442964e-05
财联社APP;3;24;27;60050;0.00044962531223980014
石战牛熊;4;12;16;60050;0.0002664446294754371
-瑠璃色夢中-;2;15;17;60050;0.00028309741881765195
北漂民工的日常;23;47;70;60050;0.0011656952539550376
爱可可-爱生活;1;45;46;60050;0.0007660283097418818
-瑠璃色夢中-;0;7;7;60050;0.00011656952539550374
You_mee;1;1;2;60050;3.330557868442964e-05
菠萝真好吃YA;1;2;3;60050;4.995836802664446e-05
爱可可-爱生活;1;33;34;60050;0.0005661948376353039
玛利亚绷带恐龙;1;3;4;60050;6.661115736885928e-05
爱吃地瓜的yongyong;5;1;6;60050;9.991673605328893e-05
业余宽客;1;15;16;60050;0.0002664446294754371
买呀嘿;1;3;4;60050;6.661115736885928e-05
狗丸透真厨;3;4;7;60050;0.00011656952539550374
刘韧;1;13;14;60050;0.00023313905079100749
不爱吃鱼的小岛居民;1;2;3;60050;4.995836802664446e-05
123lOxnV;6;1;7;60050;0.00011656952539550374
123lOxnV;13;8;21;60050;0.0003497085761865112
南栀倾寒67307;1;2;3;60050;4.995836802664446e-05
未名石;1;1;2;60050;3.330557868442964e-05
达跌吧呦;13;2;15;60050;0.0002497918401332223
传发g调北等_zU;12;3;15;60050;0.0002497918401332223
JaGuAr_BuNnY;1;2;3;60050;4.995836802664446e-05
JOTTING_64;1;2;3;60050;4.995836802664446e-05
伯克利_尤洋;128;458;586;60050;0.009758534554537885
财联社APP;2;31;33;60050;0.0005495420482930891
你和龙的妈妈风暴降生;7;32;39;60050;0.000649458784346378
Imweirdbutthatsfine;1;2;3;60050;4.995836802664446e-05
缪滨旭BRADY;4;24;28;60050;0.00046627810158201497
斯尔教育;1;8;9;60050;0.0001498751040799334
钛媒体APP;1;2;3;60050;4.995836802664446e-05
老子是个坑;1;1;2;60050;3.330557868442964e-05
Creamy蕉;23;695;718;60050;0.011956702747710242
巴伦周刊;3;12;15;60050;0.0002497918401332223
Creamy蕉;64;1356;1420;60050;0.023646960865945046
虎嗅APP;1;5;6;60050;9.991673605328893e-05
心碎塔蜜保养中心;3;3;6;60050;9.991673605328893e-05
鍋盖頭司令;129;549;678;60050;0.011290591174021649
浙江日报;18;133;151;60050;0.0025145711906744378
Aimer_嶠;1;1;2;60050;3.330557868442964e-05
但斌;5;33;38;60050;0.0006328059950041632
看一下许多发微博;3;4;7;60050;0.00011656952539550374
字体设计;4;42;46;60050;0.0007660283097418818
uknco;8;2;10;60050;0.00016652789342214822
朕略萌xx;1;5;6;60050;9.991673605328893e-05
Voiuh;9;2;11;60050;0.00018318068276436302
鸡蛋包包;5;2;7;60050;0.00011656952539550374
ivystibsyfub;2;1;3;60050;4.995836802664446e-05
中外企业文化;6;10;16;60050;0.0002664446294754371
洋气书生;1;2;3;60050;4.995836802664446e-05
老金聊趋势;2;7;9;60050;0.0001498751040799334
苟颜玩科技;2;2;4;60050;6.661115736885928e-05
老金聊趋势;1;4;5;60050;8.326394671107411e-05
理想国imaginist;4;27;31;60050;0.0005162364696086595
海参难吃1997;4;8;12;60050;0.00019983347210657785
蓝鲸财经记者工作平台;1;6;7;60050;0.00011656952539550374
ParisLuvBB;18;40;58;60050;0.0009658617818484596
ParisLuvBB;2;29;31;60050;0.0005162364696086595
纳米爱玩连连看;2;2;4;60050;6.661115736885928e-05
飞许寒;6;2;8;60050;0.00013322231473771856
AniicZZZ;2;3;5;60050;8.326394671107411e-05
升值计;13;852;865;60050;0.01440466278101582
数字胶囊;3;4;7;60050;0.00011656952539550374
新浪财经;3;12;15;60050;0.0002497918401332223
LahjaA_;10;2;12;60050;0.00019983347210657785
苔痕湔雨;1;1;2;60050;3.330557868442964e-05
硅谷在逃库克;1305;2243;3548;60050;0.059084096586178185
九一啊啊啊;14;2;16;60050;0.0002664446294754371
宝玉xp;15;170;185;60050;0.0030807660283097417
电脑报;1;4;5;60050;8.326394671107411e-05
曾轶可com;2;1;3;60050;4.995836802664446e-05
小e喜欢碎碎念;3;3;6;60050;9.991673605328893e-05
麦卡PU10P;4;29;33;60050;0.0005495420482930891
上帝爱子;2;2;4;60050;6.661115736885928e-05
校花驴;5;191;196;60050;0.0032639467110741048
量子位;2;28;30;60050;0.0004995836802664446
心愿是死在海边;9;1;10;60050;0.00016652789342214822
dsttl3;13;6;19;60050;0.0003164029975020816
北落的师门;8;22;30;60050;0.0004995836802664446
YINGQIN哈;1;2;3;60050;4.995836802664446e-05
凤凰网财经;19;104;123;60050;0.002048293089092423
Boeing767-400ER;1;1;2;60050;3.330557868442964e-05
陈翔颖手绘;5;56;61;60050;0.001015820149875104
holley1001;5;10;15;60050;0.0002497918401332223
七月訸樱;1;1;2;60050;3.330557868442964e-05
厄加特特;20;400;420;60050;0.0069941715237302245
黄鱼Veda;1;6;7;60050;0.00011656952539550374
大李同学;27;39;66;60050;0.0010990840965861782
BAYES训练生;2;2;4;60050;6.661115736885928e-05
一休价投;2;2;4;60050;6.661115736885928e-05
出行每一天;2;9;11;60050;0.00018318068276436302
宋洋美术;3;2;5;60050;8.326394671107411e-05
理综不破280不改名;8;3;11;60050;0.00018318068276436302
见世界的每一面;1;4;5;60050;8.326394671107411e-05
古希腊掌管养胃的神;2;6;8;60050;0.00013322231473771856
Offer_Cat;1;2;3;60050;4.995836802664446e-05
侃股女骑士;4;229;233;60050;0.003880099916736053
晚安小野猫;2;1;3;60050;4.995836802664446e-05
从心派;3;10;13;60050;0.00021648626144879268
carolfromnowhere;1;1;2;60050;3.330557868442964e-05
南小小小音;6;9;15;60050;0.0002497918401332223
蓝鲸财经记者工作平台;8;40;48;60050;0.0007993338884263114
空想浪漫主义者;1;3;4;60050;6.661115736885928e-05
电竞召唤师;24;359;383;60050;0.006378018318068277
大米的记忆;2;27;29;60050;0.0004829308909242298
飞常准业内版;4;5;9;60050;0.0001498751040799334
棱镜Talk;3;51;54;60050;0.0008992506244796003
我是张大悦呀;2;1;3;60050;4.995836802664446e-05
-小小仰-;3;2;5;60050;8.326394671107411e-05
科技环球眼;1;1;2;60050;3.330557868442964e-05
简历义工;1;1;2;60050;3.330557868442964e-05
盯着就盯着;5;1;6;60050;9.991673605328893e-05
hi_Darin;14;21;35;60050;0.0005828476269775188
甜的盐004;1;1;2;60050;3.330557868442964e-05
YZW丫丫;4;9;13;60050;0.00021648626144879268
财经黄小姐;6;69;75;60050;0.0012489592006661116
睡着也数羊;18;3;21;60050;0.0003497085761865112
nitric_acid;3;1;4;60050;6.661115736885928e-05
秋叶;3;98;101;60050;0.0016819317235636968
奶呦欣欣;7;1;8;60050;0.00013322231473771856
嗨老婆aini;1;1;2;60050;3.330557868442964e-05
TB店只是知识的搬运工;1;1;2;60050;3.330557868442964e-05
泽泅;1;2;3;60050;4.995836802664446e-05
ALLISON-min;3;23;26;60050;0.00043297252289758537
长春联通公司客户服务部;49;45;94;60050;0.0015653621981681933
赤贫的喊叫;1;1;2;60050;3.330557868442964e-05
Summer最聪明;8;31;39;60050;0.000649458784346378
V姐闯商海;12;232;244;60050;0.004063280599500416
认真做交易的李冰;3;28;31;60050;0.0005162364696086595
小姿态;2;3;5;60050;8.326394671107411e-05
光消失的地方;8;296;304;60050;0.005062447960033306
祖安教导主任;1;1;2;60050;3.330557868442964e-05
人非人物;1;2;3;60050;4.995836802664446e-05
长街叹陌路;10;6;16;60050;0.0002664446294754371
代码飞扬;2;3;5;60050;8.326394671107411e-05
卢本圆马飞;1;3;4;60050;6.661115736885928e-05
杰西被注册了吗;2;2;4;60050;6.661115736885928e-05
柚子家的小小透明;8;55;63;60050;0.0010491257285595338
你滴赛博熊猫;1;4;5;60050;8.326394671107411e-05
花和问问;1;2;3;60050;4.995836802664446e-05
鲁镇的柜台;9;73;82;60050;0.0013655287260616153
就是楠朋友;30;4;34;60050;0.0005661948376353039
smallcbz;1;8;9;60050;0.0001498751040799334
樊百乐;14;43;57;60050;0.0009492089925062448
新浪证券;1;1;2;60050;3.330557868442964e-05
猎云网;2;1;3;60050;4.995836802664446e-05
新浪军事;1;6;7;60050;0.00011656952539550374
保臻科技;2;2;4;60050;6.661115736885928e-05
l栉风l;26;33;59;60050;0.0009825145711906745
兔三格格V001;2;14;16;60050;0.0002664446294754371
财新网;7;23;30;60050;0.0004995836802664446
陈虚虚;5;4;9;60050;0.0001498751040799334
云雀喊了一整天;6;1;7;60050;0.00011656952539550374
猪肝炒白菜;2;7;9;60050;0.0001498751040799334
春边暮里;3;1;4;60050;6.661115736885928e-05
余丰慧;4;1;5;60050;8.326394671107411e-05
知未科技;26;46;72;60050;0.0011990008326394671
姚昱-;9;51;60;60050;0.0009991673605328892
AI-最前沿;1;2;3;60050;4.995836802664446e-05
新智元;1;22;23;60050;0.0003830141548709409
余丰慧;2;5;7;60050;0.00011656952539550374
Shvaier-;1;3;4;60050;6.661115736885928e-05
Elena蕊_;2;1;3;60050;4.995836802664446e-05
开心点别再焦虑啦-;2;1;3;60050;4.995836802664446e-05
